,titles,dates,origin,section,ID,exclusion_reason
11651,"New ambassador doesn t share Canadian values Trump nominates former ...[Derived Headline ] :   Trump nominates former congressman Pete Hoekstra as ambassador to Canada, Nov. 20 America refuses to elect a woman. Canada has no reason to gloat, Opinion, Nov. 20 CPKC's hydrogen fuelling stations for locomotives now up and running, railway says, Nov. 20 Here are Canada's most stolen vehicles - and there's a reason why EVs aren't making the list, Nov. 19",2024-11-22," Toronto Star; Toronto, Ont.", Editorial,3131758105,Trump / US ambassador nominee
11654,"Who is Pete Hoekstra, Donald Trump's pick for U.S. ambassador to Canada?",2024-11-21, The Toronto Star (Online); Toronto, #inhousearticle_thestar,3131474399,Trump / US ambassador nominee
11655,"Trudeau government announces $250 cheques for some Canadians, plus GST cuts on food, beer, children's clo thes",2024-11-21, The Toronto Star (Online); Toronto, politics/federal,3131474250,Federal (GST / $250 cheques)
11658,Are they really protesting Scotiabank at the Gillers?,2024-11-21, The Toronto Star (Online); Toronto, opinion/letters-to-the-editor,3131101986,Giller Prize / Scotiabank letter
11661,"Letters:   Anne Michaels wins Canada's top literary prize for 'Held, 'Nov. 18 Doug Ford says $48-million estimate to remove Toronto bike lanes is 'hogwashl,' Nov. 20 Ford is wasting far more taxpayer money than the school boards, Letters, Nov. 20 'It's appalling': Hawaii trip prompts Doug Ford to order audit of all Ontario school boards, Nov. 7 NDP MP cautioned for wearing pin supporting Palestinians in the House of Commons, Nov. 18",2024-11-21," Toronto Star; Toronto, Ont.", Editorial,3131100978,Giller Prize / Scotiabank letter
11663,"Premiers support bilateral U.S. deal, Ford says:   Provinces concerned about movement of Chinese goods via Mexico, PM is told",2024-11-21," Toronto Star; Toronto, Ont.", News,3131100641,Premiers / trade deal
11667,"Walmart Canada, Amazon, Costco, Sobeys and more grocers inform customers of carrot recall linked to deadly E.coli outbreak in the U.S., products pulled from shelves",2024-11-20, The Toronto Star (Online); Toronto, news/gta,3130783343,Food recall (carrots)
11668,"Canada's premiers want Justin Trudeau to do a trade deal with the U.S. that excludes Mexico, Doug Ford says",2024-11-20, The Toronto Star (Online); Toronto, politics/provincial,3130783285,Premiers / trade deal
11670,"Letters:   Ford government disputes Toronto's $48-million bike lane removal cost: 'It can't cost double, Nov. 18 Province-led survey suggests higher cycling rates in Toronto than Ford government has cited: city staff report, Nov. 14 Ford's education minister directly warns school boards against 'unnecessary or extravagant expenses, Nov. 14 I paid $1,500 for an MRI and got an appointment in days. But such scans aren't always good for patients - or our health care system, Nov. 16 Video captures moment of impact as stolen BMW hits TTC bus, injuring five people, Nov. 18",2024-11-20," Toronto Star; Toronto, Ont.", Editorial,3130581402,Toronto construction letter
11671,Justin Trudeau's digital tax is hated by America. Here's why Donald Trump may use it against us,2024-11-20, The Toronto Star (Online); Toronto, politics/federal,3130581393,Federal digital services tax
11672,America refuses to elect a woman. Canada has no reason to gloat,2024-11-20," Toronto Star; Toronto, Ont.", Editorial,3130581224,US politics (women / election)
11673,America refuses to elect a woman. Canada has no reason to gloat,2024-11-20, The Toronto Star (Online); Toronto, opinion/contributors,3130580778,US politics (women / election)
11674,Trump may use digital tax against Ottawa:   Trudeau government will have to fend off a resistant U.S. before it can collect,2024-11-20," Toronto Star; Toronto, Ont.", News,3130580578,Federal digital services tax
11680,Poilievre can't say anything positive about Canada,2024-11-19, The Toronto Star (Online); Toronto, opinion/letters-to-the-editor,3129924070,Federal politics (Poilievre) letter
11685,"NDP MP warned for wearing pin supporting Palestinians:   Symbol could be viewed as 'political prop,' Speaker says",2024-11-19," Toronto Star; Toronto, Ont.", News,3129922792,Federal (NDP MP pin)
11689,"Letters:   This is the difference between the political moment that swept Justin Trudeau into leadership and the one that will push him out, Nov. 17 For the Catholic Church equality for women is a bridge too far,Nov. 15 In Toronto, a Biennial that's looking for its agenda, Nov. 16 I paid $1,500 for an MRI and got an appointment in days. But such scans aren't always good for patients - or our health care system, Nov. 16 Canada must confront its shameful history of harbouring Nazi war criminals, Nov. 18",2024-11-19," Toronto Star; Toronto, Ont.", Editorial,3129922032,Federal politics (Poilievre) letter
11690,The third-party force influencing voters:   Progress Toronto's role in Ward 15 byelection sparks talk of need for similar group on the right,2024-11-19," Toronto Star; Toronto, Ont.", News,3129922002,Toronto municipal byelection (advocacy ads)
11691,NDP MP cautioned for wearing pin supporting Palestinians in the House of Commons,2024-11-18, The Toronto Star (Online); Toronto, politics/federal,3130445366,Federal (NDP MP pin)
11694,The need to deal with Canada's oligopolies is long overdue,2024-11-18, The Toronto Star (Online); Toronto, opinion/letters-to-the-editor,3130445167,Federal / business (oligopolies) letter
11698,"Letters:   Anti-business talk is cheap. Does Pierre Poilievre really have the guts to take on Canada's oligopolies? Nov. 14 Doug Ford wanted cities to ask him to use the notwithstanding clause to end encampments. Twelve mayors just said do it, Nov. 8 Indigo CEO 'reached out' to top cop, Nov. 14 Ontario announces $100M deal with Musk's Starlink, Nov. 14 RCMP rolls out body-worn cameras for officers nationally, Nov. 15 'It's appalling': Hawaii trip prompts Doug Ford to order audit of all Ontario school boards, Nov. 11 Canada Post workers are on strike. Here's what you need to know about your mail, Nov. 15",2024-11-18," Toronto Star; Toronto, Ont.", Editorial,3129466313,Federal / business (oligopolies) letter
11703,How a Toronto advocacy group's attack ads in a recent council race may have changed Toronto elections for good,2024-11-17, The Toronto Star (Online); Toronto, news/gta,3129215887,Toronto municipal byelection (advocacy ads)
11708,"It's the $1 trillion economy, stupid: How Canadian business can stickhandle the looming Trump tariff reality",2024-11-16, The Toronto Star (Online); Toronto, business/opinion,3128965870,Business / Trump tariffs
11709,A politician with no enemies? How Lincoln Alexander became Canada's Great Consensus Maker,2024-11-16, The Toronto Star (Online); Toronto, business/opinion,3128965842,History / profile (Lincoln Alexander)
11710,Taylor Swift charade shows how much our society values individual gain and not the collective good,2024-11-16, The Toronto Star (Online); Toronto, opinion/letters-to-the-editor,3128944362,Taylor Swift letter
11713,Celebrating the future while saluting the past:   WNBA expansion announcement included national players who never got to be pros at home,2024-11-16," Toronto Star; Toronto, Ont.", ScoreBoard,3128944065,Sports (WNBA)
11715,A place to meet in the lonely city:   A primer on how to get more pedestrianized streets in a congested city that has a love-hate relationship with its cars,2024-11-16," Toronto Star; Toronto, Ont.", Opinion,3128943680,Toronto urbanism (pedestrian streets)
11716,A politician who had no enemies,2024-11-16," Toronto Star; Toronto, Ont.", Business,3128943565,History / profile (Lincoln Alexander)
11717,Canada's $1-trillion Trump tariff question,2024-11-16," Toronto Star; Toronto, Ont.", Business,3128943432,Business / Trump tariffs
11719,"How to make Toronto more livable - you know, like Paris, New York and Montreal",2024-11-16, The Toronto Star (Online); Toronto, opinion/contributors,3128943276,Toronto urbanism (pedestrian streets)
11722,Taylor Swift tickets for second show in Toronto selling for thousands; Eras Tour concert review; which celebrities were at Roger Centre for night one,2024-11-15, The Toronto Star (Online); Toronto, news/gta,3128732272,Taylor Swift concert
11724,"On Trump, Ford's instincts are correct",2024-11-15," Toronto Star; Toronto, Ont.", Opinion,3128554686,Ford / trade (Mexico deal)
11725,"WNBA expansion announcement in Toronto celebrated the future, while saluting the past",2024-11-15, The Toronto Star (Online); Toronto, initiatives/santa-claus-fund,3128531202,Sports (WNBA)
11727,Trump ally thinks Canada-U.S. bond will remain strong:   Steel firm CEO says tough talk shouldn't apply to neighbour,2024-11-15," Toronto Star; Toronto, Ont.", Business,3128531115,Trump / steel CEO
11731,Doug Ford's instincts are right when it comes to working with Trump,2024-11-15, The Toronto Star (Online); Toronto, opinion/star-columnists,3128530688,Ford / trade (Mexico deal)
11735,Who gets t he Taylor Swift tickets after divorce? Lawyer shares couple's dilemma as Eras Tour arrives in Toronto,2024-11-14, The Toronto Star (Online); Toronto, entertainment,3128300153,Taylor Swift (divorce tickets)
11736,Reversing tax cuts for the wealthy is not raising taxes,2024-11-14, The Toronto Star (Online); Toronto, opinion/letters-to-the-editor,3128300106,General / tax (billionaires) letter
11740,This Donald Trump ally thinks Canada's relationship with the U.S. will continue to be strong. Here's why,2024-11-14, The Toronto Star (Online); Toronto, politics/federal,3128140294,Trump / steel CEO
11741,Taylor Swift fans will spend hundreds of millions in Toronto. Why does the city get so little of it?,2024-11-14, The Toronto Star (Online); Toronto, opinion/contributors,3128139493,Toronto tourism / tax (Swift)
11742,Live updates: Taylor Swift tickets to Eras Tour in Toronto still selling for thousands; doors officially open at Roger Centre,2024-11-14, The Toronto Star (Online); Toronto, news/gta,3128139185,Taylor Swift concert
11744,City won't earn much revenue from Swift or World Cup,2024-11-14," Toronto Star; Toronto, Ont.", Editorial,3128139089,Toronto tourism / tax (Swift)
11748,Canada needs to get serious about climate change,2024-11-13, The Toronto Star (Online); Toronto, opinion/letters-to-the-editor,3127645845,Federal climate letter
11749,Ford takes aim at Mexico:   Premier pushes for bilateral trade deal with United States,2024-11-13," Toronto Star; Toronto, Ont.", News,3127519609,Ford / trade (Mexico deal)
11754,"Letters:   Canada's priorities at the global climate talks, and the Trump impact, Nov. 11 Ford government unveils more details on plan to curb new bike lanes on major roads, Oct. 18 Why haven't Toronto's efforts to fight homelessness been enough? These numbers tell the story, Oct. 25 Wireless carriers tell CRTC they're already offering flexible roaming options, Nov. 11 I've dated a billionaire and lived on minimum wage. This is the one, radical solution to the inequalities I've seen, Nov. 11",2024-11-13," Toronto Star; Toronto, Ont.", Editorial,3127502540,Federal climate letter
11755,Yves Rocher has landed at Shoppers Drug Mart and Pharmaprix stores,2024-11-12, The Toronto Star (Online); Toronto, sponsored-sections,3127753285,Sponsored (Yves Rocher)
11757,"Toronto, the city where fun goes to die",2024-11-12, The Toronto Star (Online); Toronto, opinion/letters-to-the-editor,3127361706,Toronto (driftwood sculptures) letter
